publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2016p914348,,2016-12-04T07:24:44.375Z,2016-12-04T07:27:32.458Z,173.5687755,-42.16615994,2.354298023,22.8125,M,,NonLinLoc,,automatic,nz3drx,19,19,9,0.250907791,120.5994927,0.558594919,0
2016p914369,,2016-12-04T07:36:15.499Z,2016-12-04T07:38:33.157Z,173.264847,-42.49944637,2.468485112,16.71875,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.219123068,119.4558397,0.545580418,0
2016p914430,,2016-12-04T08:08:40.949Z,2016-12-04T08:10:20.302Z,173.6467925,-42.30193251,1.790363539,13.4375,M,,NonLinLoc,,automatic,nz3drx,10,10,5,0.139554664,190.3923602,0.409953577,0
2016p914453,,2016-12-04T08:20:38.725Z,2016-12-04T08:22:38.310Z,173.1158455,-42.56689694,2.351360262,22.8125,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.404849839,154.7098953,0.79842876,0
2016p914460,,2016-12-04T08:24:33.686Z,2016-12-04T08:26:57.223Z,173.475201,-42.43712413,2.553516824,17.1875,M,,NonLinLoc,,automatic,nz3drx,17,17,7,0.051718512,127.5425495,1.342063603,0
2016p914468,earthquake,2016-12-04T08:28:39.308Z,2017-04-20T23:22:53.131Z,172.902771,-42.62946701,2.507618404,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,23,18,14,0.118830353,53.17177582,0.417918332,0
2016p914471,,2016-12-04T08:30:24.704Z,2016-12-04T08:33:55.333Z,173.1767935,-42.57700837,2.579128978,16.71875,M,,NonLinLoc,,automatic,nz3drx,32,32,18,0.31236278,125.3528639,0.802365585,0
2016p914513,,2016-12-04T08:52:51.246Z,2016-12-04T08:55:17.642Z,173.1784614,-42.56704218,2.170163124,19.53125,M,,NonLinLoc,,automatic,nz3drx,18,18,7,0.306259176,134.3496362,0.68911242,0
2016p914532,,2016-12-04T09:02:43.383Z,2016-12-04T09:05:03.559Z,173.1411697,-42.71451275,2.237266055,19.0625,M,,NonLinLoc,,automatic,nz3drx,12,12,5,0.419041822,155.0258576,1.065370529,0
2016p914539,,2016-12-04T09:06:49.485Z,2016-12-04T09:08:10.248Z,173.5858572,-42.21505237,1.735027591,24.21875,M,,NonLinLoc,,automatic,nz3drx,11,11,3,0.204102669,144.7237235,0.637598101,0
2016p914549,,2016-12-04T09:11:45.691Z,2016-12-04T09:15:20.901Z,173.620897,-42.30785413,2.802153144,19.0625,M,,NonLinLoc,,automatic,nz3drx,47,47,29,0.124262683,137.3440972,1.141318676,0
2016p914582,,2016-12-04T09:29:31.660Z,2016-12-04T09:31:53.682Z,173.4411292,-42.60802977,2.332664777,26.09375,M,,NonLinLoc,,automatic,nz3drx,22,22,13,0.20548719,141.4387824,0.714085208,0
2016p914609,earthquake,2016-12-04T09:43:59.867Z,2017-04-20T23:39:16.502Z,172.7991486,-42.65147781,2.678189954,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,30,26,22,0.10792926,43.72302246,0.461970945,0
2016p914632,,2016-12-04T09:55:29.657Z,2016-12-04T09:58:22.327Z,173.5675707,-42.36804791,2.481167445,5.46875,M,,NonLinLoc,,automatic,nz3drx,15,15,9,0.052505626,151.632237,1.104909117,0
2016p914633,,2016-12-04T09:56:28.967Z,2016-12-04T09:59:26.529Z,173.4694991,-42.39523708,2.484712102,26.09375,M,,NonLinLoc,,automatic,nz3drx,29,29,13,0.055234755,80.79264734,1.310791595,0
2016p914646,,2016-12-04T10:03:37.081Z,2016-12-04T10:06:16.610Z,173.5631874,-42.20104161,2.268910438,23.28125,M,,NonLinLoc,,automatic,nz3drx,21,21,9,0.215778856,138.9106333,0.642648281,0
2016p914652,earthquake,2016-12-04T10:06:51.644Z,2017-04-20T23:42:06.342Z,173.1768036,-42.49624252,2.071249306,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,17,12,0.257488221,87.67006683,0.461790617,0
2016p914685,,2016-12-04T10:24:15.931Z,2016-12-04T10:26:18.146Z,173.9087452,-42.46305626,2.256881356,26.5625,M,,NonLinLoc,,automatic,nz3drx,20,20,6,0.276446349,157.7227207,1.127744884,0
2016p914707,,2016-12-04T10:36:23.073Z,2016-12-04T10:38:28.090Z,173.2362256,-42.55870163,2.174743546,19.53125,M,,NonLinLoc,,automatic,nz3drx,14,14,5,0.265478517,142.4630442,0.928377022,0
2016p914725,,2016-12-04T10:45:37.016Z,2016-12-04T10:47:41.199Z,173.7679829,-42.40390717,1.836496406,15.78125,M,,NonLinLoc,,automatic,nz3drx,12,12,5,0.169558268,164.2669261,0.808933013,0
2016p914735,,2016-12-04T10:51:14.848Z,2016-12-04T10:53:36.165Z,173.0119897,-42.29347476,2.406243586,33.125,M,,NonLinLoc,,automatic,nz3drx,11,11,7,0.535141127,161.2899012,1.985911504,0
2016p914759,,2016-12-04T11:03:44.578Z,2016-12-04T11:05:59.378Z,173.8169673,-42.05158782,1.997073267,24.21875,M,,NonLinLoc,,automatic,nz3drx,23,23,9,0.338237835,143.5706752,0.606926191,0
2016p914765,,2016-12-04T11:06:51.362Z,2016-12-04T11:08:52.155Z,173.2702174,-42.61810213,2.138555725,24.6875,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.283629229,143.4409057,1.103149239,0
2016p914770,earthquake,2016-12-04T11:09:42.943Z,2017-04-21T00:12:53.275Z,173.6449127,-42.37973785,3.154096949,8.544439316,M,,LOCSAT,confirmed,manual,iasp91,29,26,32,0.053665273,115.0091095,0.399126369,0
2016p914775,,2016-12-04T11:12:23.754Z,2016-12-04T11:15:12.446Z,173.6795068,-42.17439432,2.430728186,27.03125,M,,NonLinLoc,,automatic,nz3drx,21,21,12,0.263647517,151.8853465,0.94046043,0
2016p914785,,2016-12-04T11:17:52.799Z,2016-12-04T11:19:58.418Z,173.5762833,-42.27484951,2.0168486,25.15625,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.143967049,147.2988369,0.276744761,0
2016p914789,,2016-12-04T11:19:59.752Z,2016-12-04T11:22:15.072Z,173.3433221,-42.17460666,2.064115482,37.34375,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.280764901,92.3318041,1.060158396,0
2016p914793,,2016-12-04T11:22:08.916Z,2016-12-04T11:25:38.114Z,173.5588338,-42.46124632,2.595172655,9.21875,M,,NonLinLoc,,automatic,nz3drx,30,30,12,0.047456506,154.9557719,1.127605698,0
2016p914798,,2016-12-04T11:24:33.453Z,2016-12-04T11:26:51.999Z,173.5713284,-42.22797937,2.419299279,28.90625,M,,NonLinLoc,,automatic,nz3drx,31,31,17,0.189655274,125.0800546,0.735684776,0
2016p914803,,2016-12-04T11:27:11.741Z,2016-12-04T11:29:36.158Z,174.0619839,-42.1154686,1.916479664,15.78125,M,,NonLinLoc,,automatic,nz3drx,17,17,5,0.38328302,167.470372,1.526873064,0
2016p914806,,2016-12-04T11:28:57.551Z,2016-12-04T11:30:54.187Z,173.711344,-42.2487441,2.073342773,19.53125,M,,NonLinLoc,,automatic,nz3drx,16,16,6,0.210959368,156.0401666,0.574176872,0
2016p914877,,2016-12-04T12:06:22.861Z,2016-12-04T12:09:54.823Z,173.8426543,-42.28593853,2.461163798,31.71875,M,,NonLinLoc,,automatic,nz3drx,36,36,19,0.260239481,145.8882777,0.82253708,0
2016p914883,,2016-12-04T12:09:55.935Z,2016-12-04T12:12:47.111Z,173.81279,-42.43691179,2.608905151,33.125,M,,NonLinLoc,,automatic,nz3drx,23,23,13,0.722193615,162.3161446,1.715027715,0
2016p914917,,2016-12-04T12:28:04.195Z,2016-12-04T12:29:57.352Z,172.8864967,-42.66207856,2.08598584,16.71875,M,,NonLinLoc,,automatic,nz3drx,12,12,3,0.324157002,97.41581473,0.337574327,0
2016p914921,,2016-12-04T12:29:56.436Z,2016-12-04T12:32:43.005Z,173.2622611,-42.55278001,2.212237452,28.90625,M,,NonLinLoc,,automatic,nz3drx,28,28,13,0.246169406,131.0420621,0.992509884,0
2016p914925,,2016-12-04T12:32:26.766Z,2016-12-04T12:35:17.064Z,173.6738369,-42.17089163,2.382404971,26.09375,M,,NonLinLoc,,automatic,nz3drx,29,29,14,0.265235361,137.1649531,0.65638412,0
2016p914944,,2016-12-04T12:42:28.810Z,2016-12-04T12:44:31.275Z,173.9904569,-42.33862412,2.082744823,26.5625,M,,NonLinLoc,,automatic,nz3drx,10,10,5,0.342970399,194.4900439,0.50913591,0
2016p914953,,2016-12-04T12:47:23.616Z,2016-12-04T12:49:07.230Z,172.8155272,-42.67337992,1.960827383,19.53125,M,,NonLinLoc,,automatic,nz3drx,13,13,4,0.335264508,87.01162357,0.364220592,0
2016p915004,,2016-12-04T13:14:26.356Z,2016-12-04T13:16:41.578Z,173.6087438,-42.30583184,2.141533279,17.65625,M,,NonLinLoc,,automatic,nz3drx,20,20,8,0.121918828,153.2652817,0.853074582,0
2016p915053,,2016-12-04T13:40:41.015Z,2016-12-04T13:43:23.966Z,173.3542168,-42.48868689,2.38337943,33.59375,M,,NonLinLoc,,automatic,nz3drx,33,33,12,0.154812967,128.0041778,1.469564967,0
2016p915115,,2016-12-04T14:13:18.713Z,2016-12-04T14:15:49.538Z,173.4492485,-42.51981446,2.217113474,21.875,M,,NonLinLoc,,automatic,nz3drx,21,21,6,0.123430401,144.6833044,0.909062762,0
2016p915118,,2016-12-04T14:14:57.895Z,2016-12-04T14:17:12.596Z,173.7182582,-42.16551189,1.964116,26.09375,M,,NonLinLoc,,automatic,nz3drx,12,12,6,0.284236337,153.3194697,0.357970819,0
2016p915152,,2016-12-04T14:33:20.130Z,2016-12-04T14:35:30.185Z,173.6823167,-42.2745981,1.919986091,5.46875,M,,NonLinLoc,,automatic,nz3drx,16,16,5,0.177252303,160.2513515,1.327319977,0
2016p915177,earthquake,2016-12-04T14:46:41.447Z,2017-04-21T01:21:32.150Z,173.7367096,-42.01191711,2.147850035,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,24,17,13,0.190899298,126.9607849,0.479906892,0
2016p915183,,2016-12-04T14:49:46.373Z,2016-12-04T14:51:45.878Z,173.7877801,-42.31771415,1.898526669,23.28125,M,,NonLinLoc,,automatic,nz3drx,16,16,5,0.209073049,162.122376,0.71271353,0
2016p915202,,2016-12-04T15:00:06.573Z,2016-12-04T15:02:13.133Z,173.57053,-42.23296246,1.780078175,26.5625,M,,NonLinLoc,,automatic,nz3drx,12,12,4,0.184634346,163.4813837,0.589507999,0
2016p915204,,2016-12-04T15:00:47.558Z,2016-12-04T15:02:46.503Z,173.8237218,-42.36714846,1.982504879,19.0625,M,,NonLinLoc,,automatic,nz3drx,10,10,2,0.216221556,165.6308124,0.749232171,0
2016p915238,earthquake,2016-12-04T15:18:54.093Z,2017-04-21T01:24:37.922Z,173.4524689,-42.39906693,2.138733137,17.82103539,M,,LOCSAT,confirmed,manual,iasp91,24,17,11,0.066257492,103.5207748,0.411283237,0
2016p915239,earthquake,2016-12-04T15:19:31.836Z,2017-04-21T01:29:15.707Z,173.6964417,-42.12626648,4.336347564,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,40,33,39,0.272242963,117.0610199,0.486549617,0
2016p915256,,2016-12-04T15:27:46.544Z,2016-12-04T15:31:46.498Z,172.9452141,-43.2713904,1.774558367,12.03125,M,,NonLinLoc,,automatic,nz3drx,12,12,5,0.234613057,126.4284314,0.861409675,0
2016p915276,earthquake,2016-12-04T15:39:04.221Z,2017-04-21T01:45:34.052Z,173.7605591,-42.48504639,3.151866643,10.63683319,M,,LOCSAT,confirmed,manual,iasp91,32,28,31,0.082905732,202.5611744,0.540164582,0
2016p915310,,2016-12-04T15:57:19.693Z,2016-12-04T16:00:46.806Z,173.6151107,-42.26596708,2.284995741,27.96875,M,,NonLinLoc,,automatic,nz3drx,22,22,9,0.160562058,152.6871274,0.607778344,0
2016p915323,,2016-12-04T16:04:27.383Z,2016-12-04T16:06:29.889Z,173.6766375,-42.27109541,2.185306246,20.46875,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.177611335,155.223498,0.749487127,0
2016p915329,,2016-12-04T16:07:27.926Z,2016-12-04T16:09:35.676Z,173.670959,-42.26759272,1.982176134,18.59375,M,,NonLinLoc,,automatic,nz3drx,15,15,5,0.178136347,154.8356665,0.616405589,0
2016p915347,,2016-12-04T16:17:05.748Z,2016-12-04T16:19:41.227Z,172.9070193,-42.83460984,2.217665153,35.9375,M,,NonLinLoc,,automatic,nz3drx,16,16,10,0.162543671,228.4927565,0.807121513,0
2016p915396,earthquake,2016-12-04T16:43:10.072Z,2017-04-21T02:08:58.235Z,173.6799927,-42.1089859,3.596215905,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,41,32,35,0.271832794,123.9138222,0.561935909,0
2016p915408,,2016-12-04T16:49:32.941Z,2016-12-04T16:52:10.141Z,173.7893445,-42.30774796,2.027702911,21.40625,M,,NonLinLoc,,automatic,nz3drx,17,17,7,0.215015453,161.8355242,0.677380309,0
2016p915419,,2016-12-04T16:55:22.204Z,2016-12-04T16:57:41.173Z,171.9673537,-42.61209134,2.562697324,10.15625,M,,NonLinLoc,,automatic,nz3drx,16,16,5,0.282634364,97.65760037,1.192420625,0
2016p915433,,2016-12-04T17:02:53.936Z,2016-12-04T17:06:06.653Z,173.6998294,-42.20335437,2.68842878,30.3125,M,,NonLinLoc,,automatic,nz3drx,35,35,24,0.244358301,135.7791605,0.727630808,0
2016p915450,earthquake,2016-12-04T17:12:15.642Z,2017-04-21T02:18:47.370Z,173.3403168,-42.51852417,1.833703468,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,15,11,6,0.17918551,119.2839813,0.464300175,0
2016p915501,,2016-12-04T17:39:21.415Z,2016-12-04T17:42:16.228Z,173.7762392,-42.43084493,2.322335393,23.28125,M,,NonLinLoc,,automatic,nz3drx,24,24,9,0.175604193,149.9459965,1.116277761,0
2016p915518,,2016-12-04T17:47:59.935Z,2016-12-04T17:50:21.200Z,173.2427349,-42.55722122,2.29518108,22.8125,M,,NonLinLoc,,automatic,nz3drx,22,22,13,0.260640254,129.4263422,0.61739568,0
2016p915542,,2016-12-04T18:01:13.103Z,2016-12-04T18:03:22.207Z,172.9744569,-42.88162522,2.244351951,13.90625,M,,NonLinLoc,,automatic,nz3drx,18,18,6,0.096533001,110.8480522,0.905421912,0
2016p915563,,2016-12-04T18:12:21.980Z,2016-12-04T18:14:26.523Z,172.3807265,-42.61404652,2.072953608,12.96875,M,,NonLinLoc,,automatic,nz3drx,14,14,4,0.186869108,101.9166941,0.69134233,0
2016p915567,,2016-12-04T18:13:38.142Z,2016-12-04T18:16:00.623Z,173.3427413,-42.55845022,2.115865683,12.96875,M,,NonLinLoc,,automatic,nz3drx,16,16,6,0.203559357,143.2223722,1.021430114,0
2016p915588,,2016-12-04T18:25:43.256Z,2016-12-04T18:28:09.185Z,172.7687048,-42.32979776,2.50977712,11.5625,M,,NonLinLoc,,automatic,nz3drx,27,27,13,0.574280311,95.08007658,0.980565909,0
2016p915632,,2016-12-04T18:49:06.791Z,2016-12-04T18:51:15.981Z,173.8250455,-42.31879791,2.017345441,22.34375,M,,NonLinLoc,,automatic,nz3drx,15,15,7,0.233285849,163.9353825,0.569737333,0
2016p915661,,2016-12-04T19:04:18.048Z,2016-12-04T19:07:22.187Z,172.6853498,-42.59281804,2.719287333,20.46875,M,,NonLinLoc,,automatic,nz3drx,32,32,19,0.358163,71.20776352,0.825209232,0
2016p915674,earthquake,2016-12-04T19:11:31.675Z,2017-04-23T20:42:42.258Z,173.3383026,-42.57556534,2.421310546,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,26,21,7,0.217857242,130.3558426,0.540381455,0
2016p915680,,2016-12-04T19:14:51.947Z,2016-12-04T19:17:09.325Z,173.4013132,-42.50674222,2.669317708,22.34375,M,,NonLinLoc,,automatic,nz3drx,24,24,13,0.136553631,143.361022,0.899164551,0
2016p915698,,2016-12-04T19:24:14.035Z,2016-12-04T19:26:25.669Z,173.5300576,-42.21342673,2.438369495,21.40625,M,,NonLinLoc,,automatic,nz3drx,18,18,12,0.202603889,130.5338675,0.487413233,0
2016p915706,,2016-12-04T19:28:32.722Z,2016-12-04T19:30:41.614Z,173.797034,-42.37805317,2.290409356,18.59375,M,,NonLinLoc,,automatic,nz3drx,17,17,10,0.194551607,153.2573182,0.96680542,0
2016p915729,,2016-12-04T19:40:37.144Z,2016-12-04T19:42:52.938Z,173.790694,-42.25939741,2.064238314,26.5625,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.244074027,160.135476,0.553250364,0
2016p915787,,2016-12-04T20:11:43.727Z,2016-12-04T20:13:57.002Z,173.7110545,-42.36888027,2.078993761,12.96875,M,,NonLinLoc,,automatic,nz3drx,14,14,7,0.135823303,179.0004146,0.847690182,0
2016p915798,,2016-12-04T20:17:40.030Z,2016-12-04T20:19:36.113Z,173.5068051,-42.39632084,2.018752569,18.59375,M,,NonLinLoc,,automatic,nz3drx,11,11,4,0.03076151,107.4021569,0.585297017,0
2016p915835,,2016-12-04T20:37:06.125Z,2016-12-04T20:39:24.254Z,173.8737007,-42.32688705,2.351642965,13.90625,M,,NonLinLoc,,automatic,nz3drx,21,21,9,0.263486169,149.3274947,1.734200497,0
2016p915907,,2016-12-04T21:15:31.613Z,2016-12-04T21:19:04.885Z,173.9514549,-42.02548241,2.295207001,28.90625,M,,NonLinLoc,,automatic,nz3drx,28,28,14,0.313317983,136.2231748,0.864155996,0
2016p915910,,2016-12-04T21:17:10.098Z,2016-12-04T21:19:29.728Z,174.0143295,-42.46778795,2.338566324,27.03125,M,,NonLinLoc,,automatic,nz3drx,18,18,7,0.354039311,163.0040761,0.763487858,0
2016p915944,earthquake,2016-12-04T21:35:21.420Z,2017-04-23T21:10:44.192Z,173.4320679,-42.44687653,2.948092547,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,28,24,21,0.084953822,113.9197159,0.437449504,0
2016p915947,earthquake,2016-12-04T21:37:01.722Z,2017-04-23T21:16:33.228Z,173.6095428,-42.22885895,3.369252015,9.801771164,M,,LOCSAT,confirmed,manual,iasp91,34,29,24,0.194186762,119.208416,0.538124569,0
2016p915953,,2016-12-04T21:40:11.587Z,2016-12-04T21:42:25.543Z,174.0078477,-42.46926836,2.421030671,29.375,M,,NonLinLoc,,automatic,nz3drx,22,22,10,0.349516085,162.7673387,1.171865506,0
2016p915960,,2016-12-04T21:43:53.755Z,2016-12-04T21:45:57.100Z,173.9834544,-42.46522378,2.2079547,24.6875,M,,NonLinLoc,,automatic,nz3drx,19,19,7,0.331168814,161.3932284,0.961263412,0
2016p915967,,2016-12-04T21:47:40.402Z,2016-12-04T21:49:31.317Z,173.9377653,-42.43720226,2.020206252,28.4375,M,,NonLinLoc,,automatic,nz3drx,10,10,5,0.294866368,167.6064868,0.828130463,0
2016p915995,,2016-12-04T22:02:12.460Z,2016-12-04T22:04:28.157Z,174.0078477,-42.46926836,2.227907872,25.625,M,,NonLinLoc,,automatic,nz3drx,17,17,9,0.349516085,162.7673387,1.02872136,0
2016p916037,,2016-12-04T22:25:02.003Z,2016-12-04T22:27:56.064Z,173.7613057,-42.04996218,2.324164253,14.84375,M,,NonLinLoc,,automatic,nz3drx,28,28,14,0.344859884,130.4510514,1.029868039,0
2016p916074,earthquake,2016-12-04T22:44:17.619Z,2017-04-23T21:35:02.721Z,173.5989685,-42.25366592,2.90536885,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,29,25,27,0.168200091,116.4780846,0.497801165,0
2016p916093,,2016-12-04T22:54:36.288Z,2016-12-04T23:00:15.261Z,172.7881321,-42.72266899,2.289065646,16.71875,M,,NonLinLoc,,automatic,nz3drx,17,17,7,0.30448591,82.46025717,0.614428289,0
2016p916113,,2016-12-04T23:05:05.676Z,2016-12-04T23:07:10.859Z,173.5890446,-42.19511999,2.456764168,27.03125,M,,NonLinLoc,,automatic,nz3drx,19,19,9,0.22416191,143.3211924,0.51558291,0
2016p916136,,2016-12-04T23:17:41.143Z,2016-12-04T23:20:18.138Z,173.8220061,-42.21859413,2.257796957,14.84375,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.288773565,173.5494298,0.50927921,0
2016p916140,,2016-12-04T23:19:35.878Z,2016-12-04T23:22:20.379Z,172.0106697,-42.81708536,2.047130847,9.21875,M,,NonLinLoc,,automatic,nz3drx,21,21,8,0.193599493,68.64436639,0.827972682,0
2016p916194,,2016-12-04T23:48:11.723Z,2016-12-04T23:50:51.181Z,173.7764028,-42.31070877,2.207935363,28.90625,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.205246315,171.2754124,0.762634613,0
2016p916207,,2016-12-04T23:55:22.214Z,2016-12-04T23:58:52.823Z,172.3643541,-42.28797782,2.810454352,10.625,M,,NonLinLoc,,automatic,nz3drx,42,42,26,0.499444916,85.02673632,1.225274256,0
2016p916211,,2016-12-04T23:57:34.247Z,2016-12-04T23:59:58.166Z,173.3289051,-42.56639413,2.357021715,20.9375,M,,NonLinLoc,,automatic,nz3drx,13,13,11,0.216423598,142.3938257,0.600402567,0
2016p916245,,2016-12-05T00:15:27.799Z,2016-12-05T00:17:53.125Z,173.5277066,-42.26676037,2.616089753,24.21875,M,,NonLinLoc,,automatic,nz3drx,33,33,18,0.149394246,115.3797042,1.188277513,0
2016p916283,,2016-12-05T00:36:03.514Z,2016-12-05T00:39:16.338Z,173.175799,-42.62037582,2.688556152,33.59375,M,,NonLinLoc,,automatic,nz3drx,40,40,21,0.33741804,128.4288777,0.947409521,0
2016p916295,earthquake,2016-12-05T00:42:24.071Z,2017-04-23T21:50:02.358Z,172.8020172,-42.68818283,3.941261242,9.702976227,M,,LOCSAT,confirmed,manual,iasp91,36,30,21,0.071216434,45.78102732,0.68769262,0
2016p916308,earthquake,2016-12-05T00:49:04.868Z,2017-04-23T22:03:32.978Z,172.8075867,-42.69109344,2.471443524,4.863584518,M,,LOCSAT,confirmed,manual,iasp91,25,20,15,0.068405069,80.90860748,0.674800277,0
2016p916325,,2016-12-05T00:58:12.051Z,2016-12-05T01:00:29.609Z,173.9331328,-42.46710083,2.279945186,25.625,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.29481729,174.5882731,0.661663422,0
2016p916338,,2016-12-05T01:05:00.041Z,2016-12-05T01:07:06.687Z,173.4565244,-42.39819789,2.092024724,12.96875,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.063333807,102.3700723,0.434219276,0
2016p916375,earthquake,2016-12-05T01:25:00.842Z,2017-04-23T22:26:34.470Z,173.7055511,-42.04278946,2.477431469,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,19,15,8,0.223286524,115.4443893,0.190129777,0
2016p916378,,2016-12-05T01:26:20.876Z,2016-12-05T01:28:49.138Z,173.5639106,-42.15767416,2.551960203,19.53125,M,,NonLinLoc,,automatic,nz3drx,22,22,12,0.25905591,119.2645453,0.637685702,0
2016p916488,,2016-12-05T02:24:59.326Z,2016-12-05T02:27:00.249Z,173.8371612,-42.44095636,2.661252515,22.8125,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.221244908,153.267929,0.793278784,0
2016p916491,,2016-12-05T02:26:46.282Z,2016-12-05T02:29:03.119Z,173.5349806,-42.26029687,2.338616849,16.71875,M,,NonLinLoc,,automatic,nz3drx,16,16,9,0.155685271,150.9866128,0.572890208,0
2016p916497,,2016-12-05T02:30:03.387Z,2016-12-05T02:32:31.116Z,173.5332626,-42.19349435,2.584278938,23.28125,M,,NonLinLoc,,automatic,nz3drx,28,28,18,0.22248014,114.9976107,0.720628563,0
2016p916540,,2016-12-05T02:52:30.564Z,2016-12-05T02:55:41.072Z,173.8516839,-42.42802936,2.453051651,22.8125,M,,NonLinLoc,,automatic,nz3drx,24,24,12,0.230991652,153.3201217,1.364609497,0
2016p916581,,2016-12-05T03:14:43.511Z,2016-12-05T03:16:22.418Z,173.5785091,-42.18313151,2.337047367,23.75,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.517943745,178.5183886,0.369051108,0
2016p916615,,2016-12-05T03:32:34.151Z,2016-12-05T03:34:35.148Z,172.967052,-42.88808872,2.201561116,12.96875,M,,NonLinLoc,,automatic,nz3drx,12,12,6,0.093605803,121.2514737,0.82988702,0
2016p916624,,2016-12-05T03:37:35.421Z,2016-12-05T03:40:04.145Z,173.4126843,-42.5137476,2.652876806,17.65625,M,,NonLinLoc,,automatic,nz3drx,22,22,12,0.135398355,148.372214,0.990958171,0
2016p916639,,2016-12-05T03:45:41.614Z,2016-12-05T03:47:39.769Z,172.7597893,-42.70515554,2.140587694,18.59375,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.331037664,102.3450669,0.521542895,0
2016p916650,,2016-12-05T03:51:28.132Z,2016-12-05T03:53:34.159Z,172.4112415,-42.68839631,2.284026256,12.03125,M,,NonLinLoc,,automatic,nz3drx,17,17,12,0.139489316,66.89664669,0.70808909,0
2016p916687,earthquake,2016-12-05T04:10:53.277Z,2017-04-23T22:29:37.811Z,173.1582336,-42.53666306,2.666517706,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,25,21,19,0.242632642,117.6658707,0.554699655,0
2016p916693,earthquake,2016-12-05T04:14:26.625Z,2017-04-23T23:05:32.106Z,173.8546753,-42.35980225,2.988699127,7.847281933,M,,LOCSAT,confirmed,manual,iasp91,39,35,30,0.143839687,149.5341034,0.799949089,0
2016p916727,,2016-12-05T04:32:39.919Z,2016-12-05T04:34:57.333Z,173.7489452,-42.32659658,2.101248602,14.84375,M,,NonLinLoc,,automatic,nz3drx,15,15,7,0.179579275,191.9622193,0.853360122,0
2016p916754,,2016-12-05T04:46:34.045Z,2016-12-05T04:48:33.216Z,173.8252817,-42.35718227,1.779291115,14.375,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.219891074,212.4053476,0.541430988,0
2016p916879,,2016-12-05T05:53:09.823Z,2016-12-05T05:55:09.098Z,173.1460775,-42.53605985,2.22595234,22.34375,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.314074891,123.2365859,0.593053891,0
2016p916910,,2016-12-05T06:09:52.134Z,2016-12-05T11:05:33.193Z,173.6403191,-42.30341291,2.273368239,22.34375,M,,NonLinLoc,,automatic,nz3drx,17,17,8,0.135614517,154.6585446,0.566580975,0
2016p916930,,2016-12-05T06:20:17.160Z,2016-12-05T11:06:55.411Z,173.855065,-42.32634517,2.319689306,12.96875,M,,NonLinLoc,,automatic,nz3drx,20,20,10,0.250764161,160.9903321,1.472703147,0
2016p916943,,2016-12-05T06:27:31.712Z,2016-12-05T11:07:13.403Z,172.7632651,-42.68522316,2.330939012,11.09375,M,,NonLinLoc,,automatic,nz3drx,20,20,8,0.345586368,79.92864331,0.675498423,0
2016p916960,,2016-12-05T06:36:17.982Z,2016-12-05T11:08:18.120Z,173.7229726,-42.13561332,2.266184915,10.15625,M,,NonLinLoc,,automatic,nz3drx,19,19,10,0.312534549,154.6966619,0.776219139,0
2016p916986,earthquake,2016-12-05T06:50:25.243Z,2017-04-23T23:27:08.130Z,173.7332001,-42.00862885,2.763125278,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,37,32,26,0.192477107,111.0526733,0.568010151,0
2016p917026,earthquake,2016-12-05T07:11:27.647Z,2017-04-24T00:00:57.105Z,172.782486,-42.67605591,3.476312573,8.067557335,M,,LOCSAT,confirmed,manual,iasp91,37,33,31,0.084642954,41.22120667,0.591630669,0
